# GT5 paint colour database (id, category, maker, name)
# Source: t_colour table from the GT5 Garage Editor 1.3.1 colour database
# (community dump, gt5GarageEditor project). Categories: 0=Solid 1=Metallic 2=Pearl 3=Iridescent 4=Matte 5=Chrome
# Regenerated from the game's PAINT_COLOR_INFO table (specdb GT5_JP3010, game v2.11) - all 3408 rows included.
# Category 99 = rows present in the game paint table that are not obtainable paint chips (hidden / two-tone / placeholder entries).
# Rows with no label in the game data use their internal ID label (maker+id, e.g. "polyphony3138") as the name.
722	1	chrysler	Blaze Red Crystal Clear Coat
878	0	alpine	Bleu Alpine
1163	1	alpine	Bleu Alpine
1227	0	citroen	Bleu Amiral
573	1	citroen	Bleu Balmoral
346	1	peugeot	Bleu de Byzance
1322	1	peugeot	Bleu de Chine
2613	1	renault	Bleu Encre
1888	1	citroen	Bleu Grand Pavois
914	1	peugeot	Bleu Hyperion
515	1	renault	Bleu Iliade
1099	1	renault	Bleu Iliade
2572	2	citroen	Bleu Lucia
215	0	peugeot	Bleu Mauritius
1762	0	citroen	Bleu Mauritius
1992	1	hommell	Bleu Metallise
386	1	renault	Bleu Methyl
1320	1	renault	Bleu Methyl
753	0	hommell	Bleu Non Metallise
1357	1	renault	Bleu Ottoman
2614	0	renault	Bleu Roy
229	1	peugeot	Bleu Récife
213	0	peugeot	Bleu Santorin
512	0	renault	Bleu Tibetain
1867	1	peugeot	Bleu Tivoli
2612	99	blitz	blitz2612
2942	99	blitz	blitz2942
2739	0	lancia	Blu
866	1	ferrari	Blu Abu Dhabi
1683	1	alfaromeo	Blu Casual Metallizzato
751	0	alfaromeo	Blu Chiaia Di Luna
146	1	alfaromeo	Blu Cosmo Metallizzato
1991	1	alfaromeo	Blu Daytona Metallizzato
2841	0	ferrari	Blu Dino
839	1	ferrari	Blu Dino Met.
350	1	fiat	Blu Elettrico
2715	0	fiat	Blu Fond
3053	1	lamborghini	Blu Hera
141	1	alfaromeo	Blu Inca Metallizzato
2439	0	alfaromeo	Blu Medio
2859	0	fiat	Blu Medio
1688	1	alfaromeo	Blu Metallizzato
1192	1	fiat	Blu Midnight Metallizzato
20	1	ferrari	Blu Mirabeau
1572	1	ferrari	Blu Mirabeau
2209	1	alfaromeo	Blu Misano
1627	1	alfaromeo	Blu Montecarlo
2203	1	ferrari	Blu NART
3041	1	ferrari	Blu NART
2107	1	maserati	Blu Nettuno
2992	1	maserati	Blu Oceano
1954	1	alfaromeo	Blu Ontario Metallizzato
2842	0	ferrari	Blu Ortis
3025	0	ferrari	Blu Pozzi
2892	0	ferrari	Blu Scozia
2369	0	fiat	Blu Scuro
1483	0	ferrari	Blu scuro Dino
2840	0	ferrari	Blu Sera
840	1	ferrari	Blu sera Met.
1012	0	ferrari	Blu Tour de France
1620	1	ferrari	Blu Tour de France
1964	0	fiat	Blu Turchese
1735	1	alfaromeo	Blu Vela Metallizzato
1843	0	alfaromeo	Blu Victoria
1080	99	bmw	Blue
2418	99	lotus	Blue
2762	0	asl	Blue
2940	0	volvo	Blue
3007	99	toyota	Blue
2342	1	isuzu	Blue Bell
2327	0	nissan	Blue Black
622	1	plymouth	Blue Fire Metallic
901	1	volvo	Blue Green Metallic
944	99	bugatti	Blue M / Black Blue M
81	1	toyota	Blue Metallic
250	1	toyota	Blue Metallic
690	1	scion	Blue Metallic
1265	1	tommykaira	Blue Metallic
1430	1	nissan	Blue Metallic
1871	1	toyota	Blue Metallic
2196	2	mitsubishi	Blue Mica
2239	2	toyota	Blue Mica
2286	2	trd	Blue Mica
2556	2	toyota	Blue Mica
2640	2	toyota	Blue Mica
2680	2	lexus	Blue Mica
2707	2	scion	Blue Mica
234	2	toyota	Blue Mica Metallic
417	1	toyota	Blue Mica Metallic
525	1	toyota	Blue Mica Metallic
873	1	toyota	Blue Mica Metallic
1321	1	toyota	Blue Mica Metallic
1955	1	lexus	Blue Mica Metallic
1988	2	tvr	Blue Pearlescent
88	1	toyota	Blue Planetary Metallic
833	1	astonmartin	Blue Sapphire
539	99	nissan	Blue Two-Tone
1720	2	volkswagen	Blue-anthrazit Perleffekt
671	2	volkswagen	Blue-Graphit Perleffekt
2588	0	alfaromeo	Bluette
1197	2	suzuki	Bluish Black Pearl 3
1875	99	nissan	Bluish Black Two-Tone
562	1	toyota	Bluish Gray Metallic
1694	1	toyota	Bluish Gray Metallic
676	1	lexus	Bluish Silver Metallic
1292	1	toyota	Bluish Silver Metallic
391	99	nissan	Bluish Silver Two-Tone
1592	99	bmw	bmw1592
2411	99	bmw	bmw2411
2414	99	bmw	bmw2414
2415	99	bmw	bmw2415
2424	99	bmw	bmw2424
2591	99	bmw	bmw2591
2828	99	bmw	bmw2828
3115	99	bmw	bmw3115
672	2	lexus	Bordeaux Mica
680	2	scion	Bordeaux Mica
1147	2	toyota	Bordeaux Mica
1555	1	maserati	Bordeaux Pontevecchio
15	1	lotus	Bordeaux Red Metallic
1311	2	honda	Bordeaux Red Pearl
2749	1	mercedes	Bornit
987	0	fiat	Bossa Nova White
1886	1	caterham	Boston Green
1826	1	bmw	Bostongrün metallic
999	1	jaguar	Botanical Green Metallic
923	0	astonmartin	Braemar Blue
218	99	mazda	Brave Blue Mica
854	2	mazda	Brave Blue Mica
2506	0	jensen	Brazilia
408	1	vauxhall	Breeze Blue
251	1	opel	Breezeblau Metallic
1298	1	jensen	Brienz Blue
397	1	dodge	Bright Blue Metallic
2152	99	ford	Bright Blue Metallic
1222	1	chevrolet	Bright Green Metallic
1943	1	dodge	Bright Green Metallic
660	2	eagle	Bright Jade
1223	1	chevrolet	Bright Purple Metallic
1250	0	chevrolet	Bright Rally Red
1060	99	ford	Bright Red
2328	0	chevrolet	Bright Red
2447	0	dodge	Bright Red
236	0	suzuki	Bright Red 2
2065	0	suzuki	Bright Red 2
543	0	ford	Bright Red Clearcoat
1445	1	hyundai	Bright Silver
2094	99	bugatti	Bright Silver M / Lemon
372	1	dodge	Bright Silver Metallic
1366	1	daihatsu	Bright Silver Metallic
1692	1	daihatsu	Bright Silver Metallic
1892	1	chrysler	Bright Silver Metallic
2077	1	dodge	Bright Silver Metallic
723	0	dodge	Bright White
1273	0	dodge	Bright White
1391	0	eagle	Bright white
3337	0	mini	Bright Yellow
3374	99	mini	Bright Yellow/Black stripes
794	2	volkswagen	Brightgreen Perleffekt
1896	2	volkswagen	Brightgreen Perleffekt
2005	0	audi	Brillantrot
778	99	audi	Brillantrot/Brillantrot
769	0	audi	Brillantschwarz
50	0	mazda	Brilliant Black
323	0	audi	Brilliant Black
1202	0	audi	Brilliant Black
1521	0	audi	Brilliant Black
908	2	dodge	Brilliant Black Crystal Pearl
1443	2	chrysler	Brilliant Black Crystal Pearl
338	0	audi	Brilliant Blue
395	2	nissan	Brilliant Blue
904	2	volvo	Brilliant Blue Pearl
2144	1	honda	Brilliant Orange Metallic
1239	0	audi	Brilliant Red
485	1	infiniti	Brilliant Silver
33	1	nissan	Brilliant Silver (M)
2075	1	subaru	Brilliant Silver Metallic
2147	1	honda	Brilliant Sky Metallic
1935	2	honda	Brilliant White Pearl
871	2	nissan	Brilliant White Pearl (3P)
1916	0	vauxhall	Brilliant Yellow
2126	0	tesla_motors	Brilliant Yellow
1986	0	opel	Brilliantgelb
98	1	mercedes	Brilliantsilber
276	0	mini	British Racing Green
352	0	jaguar	British Racing Green
414	0	vauxhall	British Racing Green
590	0	lotus	British Racing Green
702	0	marcos	British Racing Green
828	0	jaguar	British Racing Green
888	0	astonmartin	British Racing Green
929	0	mg_mini	British Racing Green
1952	0	triumph	British Racing Green
289	1	mini	British Racing Green Metallic
1094	1	mini	British Racing Green Metallic
3306	1	mini	British Racing Green Ⅱ Metallic
424	0	opel	British Racing Grün
1765	1	honda	Brittany Blue Green Metallic
389	2	vauxhall	Brocade Yellow Pearl
2770	2	opel	Brokatgelb
952	99	bugatti	Bronze M / Brown M
195	1	toyota	Bronze Mica Metallic
1582	0	lexus	Brown Stone
1537	99	bugatti	Bugatti Light Blue / Bugatti Dark Blue
2619	99	buick	buick2619
2519	1	mercury	Burgundy
298	1	chevrolet	Burgundy Metallic
1811	1	dodge	Burgundy Metallic
113	0	nissan	Burning Red
810	0	nissan	Burning Red
1918	1	chevrolet	Burnished Brown Metallic
261	1	plymouth	Burnished Red Metallic
858	1	lotus	Burnt Orange
619	1	plymouth	Burnt Orange Metallic
2605	0	lotus	Burnt Sand
1926	1	plymouth	Burnt Tan Metallic
606	0	chevrolet	Butternut Yellow
1271	0	dodge	Butterscotch
1850	2	audi	Cactus Green Pearl
2355	99	cadillac	cadillac2355
1847	0	isuzu	Cafe Au Lait
2858	0	mercedes	Calcitweiß
407	0	mitsubishi	California Red
837	1	astonmartin	California Sage
464	1	jensen	California Sage Metallic
730	0	nissan	Californian yellow
705	0	callaway	Callaway Special Yellow
413	0	vauxhall	Calypso Red
1146	0	lotus	Calypso Red
2011	0	lotus	Calypso Red
2461	0	opel	Calypsorot
1970	0	mazda	Camellia Red
2476	0	volkswagen	Cameo Blue
318	0	pontiac	Cameo Ivory
1225	0	chevrolet	Can-Am White
423	1	mitsubishi	Canal Blue Metallic
1968	0	ac	Canary Yellow
1261	2	mazda	Canary Yellow Mica
2836	0	volkswagen	Candy-Weiß
2561	0	volkswagen	Candyweiß
2585	1	isuzu	Cannon
2474	2	volkswagen	Canyon Red
2886	1	lotus	Canyon Red
2467	0	ford	Capri-Blau
41	2	honda	Captivate Blue Pearl
1575	99	bmw	Carbon Black
311	1	hyundai	Carbon Blue
862	1	lotus	Carbon Grey
592	1	bmw	Carbonschwarz Metallic
2000	0	hyundai	Cardial Red
476	0	mercury	Cardinal Red
1112	0	honda	Cardinal Red
489	1	infiniti	Caribbean Blue
2905	0	jaguar	Carmen Red
2689	0	triumph	Carmine
1488	1	mercedes	Carneolrot metallic
890	1	jaguar	Carnival Metallic
1789	1	jaguar	Carnival Metallic
1118	0	lotus	Carnival Red
1101	0	honda	Carnival Yellow
650	0	nissan	Caroline Red
1764	0	honda	Caroline Yellow
483	0	audi	Casablanca White
1204	0	opel	Casablancaweiß
535	0	mercedes	Cascade Blue
941	0	subaru	Cashmere Yellow
1303	1	mercury	Caspian Blue
1756	2	honda	Cassis Red Pearl
1828	1	suzuki	Cat's Eye Blue Metallic
1884	0	caterham	Caterham Black
550	0	caterham	Caterham Racing Green
551	0	caterham	Caterham Red
552	0	caterham	Caterham Yellow
1224	1	chevrolet	Cayenne Red Metallic
1841	0	nissan	Cayman Blue
2440	0	alfaromeo	Celeste
2849	1	ferrari	Celeste
1481	1	astonmartin	Celeste Blue
867	1	ferrari	Celeste Met
814	0	ford	Centennial White
1791	0	ford	Centennial White Clearcoat
815	99	ford	Centennial White/Bodyside Stripes
2032	99	ford	Centennial White/Racing Stripes
2502	0	jensen	Cerise
1307	1	isuzu	Ceruleanblue Metallic
743	0	opel	Chagalleblau
171	3	tvr	Chameleon Blue
1167	3	tvr	Chameleon Orange
1557	99	toyota	Chameleon Purple
2632	0	bmw	Chamonix
594	0	mazda	Chamonix White
1342	0	isuzu	Chamonix White
1697	1	chevrolet	Champagne Gold Metallic
379	1	daihatsu	Champagne Metallic Opal
479	1	nissan	Champagne Silver Titan Metallic
458	0	nissan	Champion Blue
1630	0	suzuki	Champion Yellow 4
5	0	honda	Championship White
92	0	honda	Championship White
1134	0	spoon	Championship White
2864	0	honda	Championship White
2958	99	chaparral	chaparral2958
2960	99	chaparral	chaparral2960
2967	0	mg_mini	Charcoal
3106	1	shelby	Charcoal
3107	99	shelby	Charcoal
1958	1	chevrolet	Charcoal Metallic
1836	0	mazda	Chaste White
1815	1	mitsubishi	Chateau Silver
1548	2	audi	Cherry Black Pearl Effect
2719	0	ac	Cherry Red
2193	99	chevrolet	chevrolet2193
2551	99	chevrolet	chevrolet2551
2648	99	chevrolet	chevrolet2648
2649	99	chevrolet	chevrolet2649
2650	99	chevrolet	chevrolet2650
2651	99	chevrolet	chevrolet2651
2902	99	chevrolet	chevrolet2902
2947	99	chevrolet	chevrolet2947
3069	99	chevrolet	chevrolet3069
3070	99	chevrolet	chevrolet3070
3071	99	chevrolet	chevrolet3071
3072	99	chevrolet	chevrolet3072
3073	99	chevrolet	chevrolet3073
3166	99	chevrolet	chevrolet3166
3176	99	chevrolet	chevrolet3176
3189	99	chevrolet	chevrolet3189
3404	99	chevrolet	chevrolet3404
2204	0	mini	Chili Red
2321	0	mini	Chili Red
1675	1	nissan	Chocolate Pearl Metallic
2780	0	volkswagen	Chromblau
864	1	lotus	Chrome Orange
151	1	lotus	Chrome Orange Metallic
781	1	lotus	Chrome Orange Metallic
179	1	nissan	Chrome Silver Metallic
2590	99	chrysler	chrysler2590
1306	0	mercury	Cinnamon Frost
2779	1	mercedes	Circongrün
1288	2	honda	Circuit Blue Pearl
704	0	ginetta	Cirrus White
1648	0	lotus	Cirrus White
2736	99	citroen	citroen2736
2865	99	citroen	citroen2865
2866	99	citroen	citroen2866
2867	99	citroen	citroen2867
2868	99	citroen	citroen2868
2869	99	citroen	citroen2869
2870	99	citroen	citroen2870
2871	99	citroen	citroen2871
2872	99	citroen	citroen2872
2873	99	citroen	citroen2873
2874	99	citroen	citroen2874
2875	99	citroen	citroen2875
2876	99	citroen	citroen2876
2877	99	citroen	citroen2877
2878	99	citroen	citroen2878
2879	99	citroen	citroen2879
2880	99	citroen	citroen2880
2881	99	citroen	citroen2881
2882	99	citroen	citroen2882
2883	99	citroen	citroen2883
2884	99	citroen	citroen2884
2885	99	citroen	citroen2885
3035	99	citroen	citroen3035
1373	1	plymouth	Citron Gold Metallic
627	1	plymouth	Citron Mist Metallic
403	0	dodge	Citron Yella
962	0	audi	Citrus Yellow
344	99	nissan	Citrus Yellow Two-Tone
252	1	opel	Cityrot Metallic
654	0	cizeta	Cizeta Canary
2670	0	cizeta	Cizeta Red
2505	0	jensen	Claret
2907	0	jaguar	Claret
1103	0	mazda	Classic Red
162	0	chevrolet	Classic White
47	1	nissan	Clear Silver
3386	1	astonmartin	Cobalt Blue
1217	1	lotus	Cobalt Blue Metallic
1243	1	audi	Cobalt Blue Metallic
712	2	nissan	Cobalt Green Pearl
600	0	vauxhall	Colmar Blue
2777	0	opel	Colmarblau
79	0	lotus	Colorado Orange
774	0	ford	Colorado Red
426	0	ford	Colorado-Rot
2360	0	mitsubishi	Colton Red
1355	2	mazda	Combination A Artvin Red Mica
1910	2	mazda	Combination B Excellent Green Mica
1403	0	chevrolet	Competition Yellow
657	2	mazda	Competition Yellow Mica
1567	1	alfaromeo	Competizione Red
367	99	toyota	Confident Two-Tone
1534	1	subaru	Cool Gray Metallic
109	1	mitsubishi	Cool Silver Metallic
1067	1	mitsubishi	Cool Silver Metallic
1608	1	mitsubishi	Cool Silver Metallic
761	0	chrysler	Cool Vanilla
2475	0	volkswagen	Cool White
500	1	tvr	Cooper Green Metallic
765	2	mazda	Copper Red Mica
2809	99	dodge	Copperhead Orange
2807	99	dodge	Copperhead Orange/White Stripes
2244	1	nissan	Coral Blue
2622	2	vauxhall	Coral Blue
1740	1	plymouth	Coral Turquoise Metallic
1116	0	suzuki	Cordoba Red
1934	1	chevrolet	Cordovan Brown Metallic
2295	0	autobianchi	Corsa Red
602	0	callaway	Corsa Rosa Red
299	1	chevrolet	Cortez Silver Metallic
1159	1	chevrolet	Cortez Silver Metallic
3345	1	mini	Cosmic Blue
899	2	volvo	Cosmic Blue Pearl
